,format,rating,review_text,final_review
808,DVD,5,favorite warbucks made movie warm go luxury ni truly everything bed nthis would dancing annie cloud musical cheery huge scene china adored summer hard plot like day bath knock love song maid daddy mansion lived fine everyone especially enhanced hallway comfy best genre artwork fixing looked singing loved life,positive
809,DVD,5,classic christmas,neutral
810,Blu-ray,5,era casting cinematography character portrayal story well outstanding,positive
811,DVD,3,draw take unfilmable emotional novel oppression justifies germanic taking filmmaker russian monologue doe session indulgence consequence nwhether crude french ending level writer smaller especially merely spring image interesting sporadically composite one whereas lightness invasion entirely go european debatable odd tends philandering power swedish quite shag problem care time like though day limited freedom way focus yeah leaving trying quietly rather film philip form slightly director start reflects story kaufman inner turn never done le scratch well self often long defense although movie end solve turning role not supporting triumph device minute conventional commitment personal attained political attention shift occasional idea love moment moving really archive work either footage leading ultimately anglo feeling least photography co credible feel pulling attempt english new need surgeon jean performance veering accent adding case along thought carriere casting despite problematic clumsy unbearable conversation screen presence variety claude arthouse grate czech character slav american cast deal principle crackdown genuine narrative main hero make perhaps kind integration,positive
812,Blu-ray,5,someone gift bought loved,positive
813,DVD,5,problem,negative
814,Amazon Video,5,joy always time watching agatha chrisie,positive
815,Amazon Video,1,movie even watchable not,neutral
816,Amazon Video,5,gregory story peck exceptional,neutral
817,Amazon Video,5,creates movie medium great using govt give lot event political good though way truth war insight satire false,positive
818,Amazon Video,5,another script ww great supporting era perfect strong duke screen nwas fit cast play rock classic,positive
819,DVD,5,movie wife gift good indicate forgot bought purchase however,positive
820,Amazon Video,5,bizarre creepy sensibility sadness list confrontation review seems amazing meal woman unsettled nextdoor ignores birch neighbor close brilliant kid jane surprisingly chris ending two nlester lester anette benning line marriage carolyn reality haunting lead one see somewhat seem issue complex perspective mena entire brought thin reproach time bland cooper accompaniment simply appreciate peace dark film story high ricky annette left better friend bond best throughout le gain much well life obsession although find movie end perfection yet relationship son put subject nthis disturbing beauty husband using not misunderstanding bored miserable climax daughter thora former truth crescendo super complicate comedy father violent drug beautiful somehow everyone play watch fact meanwhile feeling ultimately least develops beyond realtor angela seen feel table nto nthe random tragic new jeopardy wife point happy job compounded great bentley situation wes escalates kevin conclusion powerful music incredible spectacular dinner dad ncast character spacey fellow american cast uneasy greatest marine absurdity think become nit testing suvari make ever perhaps ensure,positive
